"","name","id","parent","parentname","Year","ExamType","Course","Instructor","QuestionNumber","Semester","StudentID","QuestionConcept","QuestionContext","AcademicTerm","QuestionType"
"629","BS110_Spring2009_BSM_Midterm_Q9_285309423.cxl","16EPIAroZrl9UZYVFOFulIcogDuICsdaG","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","285309423","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"630","BS110_Spring2009_BSM_Midterm_Q9_285354867.cxl","1sTLX0V0TZqLIYFlVFX4-worfckcixYBZ","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","285354867","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"631","BS110_Spring2009_BSM_Midterm_Q9_285850957.cxl","1R6KpgIa4z8upLurluqCC0VsGRqPDtmRT","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","285850957","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"632","BS110_Spring2009_BSM_Midterm_Q9_285847436.cxl","1yFeRF8LM-xFMcHLfX9INepwTEKtftshh","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","285847436","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"633","BS110_Spring2009_BSM_Midterm_Q9_285796084.cxl","1gtThD5FEEH1-9y0X0_MlYACdKdXjtjEr","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","285796084","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"634","BS110_Spring2009_BSM_Midterm_Q9_286571600.cxl","1jNi0E2ndauv4g1hMloDDbifhTAxcJM0_","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","286571600","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"635","BS110_Spring2009_BSM_Midterm_Q9_286696515.cxl","1u3XRQxDnalrQan-XyPoWcFdVMpfGUK5T","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","286696515","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"636","BS110_Spring2009_BSM_Midterm_Q9_286468483.cxl","1_E8pl3d838NtrhEbAWtQ0kP3ZY-vnpb_","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","286468483","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"637","BS110_Spring2009_BSM_Midterm_Q9_286844768.cxl","1a5UI1HYcozPOHuCmlTIHaf-cEXeD3LF8","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","286844768","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"638","BS110_Spring2009_BSM_Midterm_Q9_286919563.cxl","1hq9jyFrSgF5O11_pEGepaloYfeuTCbQZ","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","286919563","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"639","BS110_Spring2009_BSM_Midterm_Q9_287203098.cxl","17SYEEUOoFillxhMJL5lqZQmMzYhy_9Ox","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","287203098","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"640","BS110_Spring2009_BSM_Midterm_Q9_286859643.cxl","1vIDve-Db7iaJ7gbs4Uo69D-QPnx_gLK-","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","286859643","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"641","BS110_Spring2009_BSM_Midterm_Q9_287460159.cxl","10_VvrSDnykDLux1s0673dWPjxdamLKrZ","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","287460159","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"642","BS110_Spring2009_BSM_Midterm_Q9_287286629.cxl","1IuhzDUhj6vnxsMoV4QzjRKW-YlL5pIjr","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","287286629","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"643","BS110_Spring2009_BSM_Midterm_Q9_287276962.cxl","1qQtq-ewn2foG1OndntJVgbXsW9WQDFB6","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","287276962","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"644","BS110_Spring2009_BSM_Midterm_Q9_287967848.cxl","1eaLEw7L_V9TqQjVb9G2FmP8wJLClB1QY","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","287967848","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"645","BS110_Spring2009_BSM_Midterm_Q9_287936285.cxl","1Ws-_pOshLdixEox9-Xn6I4DHo3dMQ75z","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","287936285","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"646","BS110_Spring2009_BSM_Midterm_Q9_287460978.cxl","1XBifjf76qAcci75Z9bVJSk9yQxAU-snl","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","287460978","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"647","BS110_Spring2009_BSM_Midterm_Q9_287561225.cxl","1dtdHT5h1k_YPYXhusxcKX6FDVAVECbTW","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","287561225","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"648","BS110_Spring2009_BSM_Midterm_Q9_289462257.cxl","1o56ZnPIeuKW2-GGyO0aYb0WO00Bklv3V","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","289462257","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"649","BS110_Spring2009_BSM_Midterm_Q9_289745365.cxl","14mmvaOMKMuEX2HuA3jf69_-QT-Icca_B","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","289745365","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"650","BS110_Spring2009_BSM_Midterm_Q9_289903026.cxl","1XIEVwq7g1Dq6s-YEljAffT8E2bLlGzWZ","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","289903026","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"651","BS110_Spring2009_BSM_Midterm_Q9_290001068.cxl","1XiUH8AVdNUQfxV0fFKnHQmNvPnopI7gQ","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","290001068","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"652","BS110_Spring2009_BSM_Midterm_Q9_290065790.cxl","1xqUGpZpcx5lVwHlny6urOGxR5qACoJZH","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","290065790","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"653","BS110_Spring2009_BSM_Midterm_Q9_290223598.cxl","1m3JO8HWIYUu8DsGRpV-j2a9_o8jULBH7","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","290223598","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"654","BS110_Spring2009_BSM_Midterm_Q9_290030643.cxl","1lJbCHwYcm7yELpCuDT77E17T5Bfox7Sd","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","290030643","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"655","BS110_Spring2009_BSM_Midterm_Q9_290476452.cxl","1yjiYCkNDrTc-rN26oMFKKKUdH_sU5d1K","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","290476452","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"656","BS110_Spring2009_BSM_Midterm_Q9_291566107.cxl","1wcv1XsVCuAOYjDDhVn2N7yoFDHXlS-49","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","291566107","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"657","BS110_Spring2009_BSM_Midterm_Q9_291426247.cxl","1iYI2Ju1W5K9yqzNY9nuRva1ky3tKq0hH","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","291426247","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"658","BS110_Spring2009_BSM_Midterm_Q9_291672108.cxl","1hMcJnNylWxJOUmxgYs5zVfqX8cxrtG2Y","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","291672108","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"659","BS110_Spring2009_BSM_Midterm_Q9_292362651.cxl","1bMWWoRBcO6k4N73nCv_vrHqx8UYX6cG7","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","292362651","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"660","BS110_Spring2009_BSM_Midterm_Q9_292218241.cxl","1kmBOhxnxzfpZZg5wcvhPuk1rNGtxSlC0","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","292218241","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"661","BS110_Spring2009_BSM_Midterm_Q9_291782435.cxl","1Yd_Sa5cz8oGov9kBK7khP4vmgJwdbtMa","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","291782435","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"662","BS110_Spring2009_BSM_Midterm_Q9_292523868.cxl","1vGS4I0aGmbZEkUJ4C2t8wMuIlosIuYdx","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","292523868","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"663","BS110_Spring2009_BSM_Midterm_Q9_292384029.cxl","1nEiHdgXrVzXJXZHrU3ryhhmTyCZTLd_5","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","292384029","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"664","BS110_Spring2009_BSM_Midterm_Q9_292896443.cxl","1fbv0Lwmq8gqgsvfksuEvr7Tn-7b1Moee","19U4H__n8DynvFKrGCYvgayt6_z_OMa9Q","BS110_2009Spring_BSM_Q9_Midterm_CXL","2009","Midterm","BS110","BSM","Q9","Spring","292896443","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"665","BS110_Spring2009_TML_Midterm_Q9_154867923.cxl","1b3Ii41e_jf4mnXvOy1Tm_HmdGxXDo0bq","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","154867923","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"666","BS110_Spring2009_TML_Midterm_Q9_223459922.cxl","1UmCJ_xTPxX3RN7QqRpCc1Bsq5vr0EPQ8","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","223459922","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"667","BS110_Spring2009_TML_Midterm_Q9_247074989.cxl","1FVlov_i5Zdf3CVQGr9HekJplHSRjj9pU","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","247074989","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"668","BS110_Spring2009_TML_Midterm_Q9_248274229.cxl","1e-j1BFc1EWrbFuwSlikXPwllrkIPuj35","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","248274229","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"669","BS110_Spring2009_TML_Midterm_Q9_249130210.cxl","1eD3PZOEx42HuT6QA1ny8Nx8SJzGhcKF7","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","249130210","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"670","BS110_Spring2009_TML_Midterm_Q9_249541453.cxl","1Bk-bTT5_AMxh7aS1xG-f33j-4Bhh57C6","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","249541453","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"671","BS110_Spring2009_TML_Midterm_Q9_252036414.cxl","1Y_DSEeA3Po_MFqgwU7G17P_hyVl_whK3","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","252036414","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"672","BS110_Spring2009_TML_Midterm_Q9_253431934.cxl","1S3VTDCVZJcKxDtH0XDfQzaZLp4xW31lQ","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","253431934","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"673","BS110_Spring2009_TML_Midterm_Q9_254694615.cxl","18nMznZEsqbtRBZ_8ud9kgbL-SGx3VfjB","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","254694615","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"674","BS110_Spring2009_TML_Midterm_Q9_255039456.cxl","1PExwo2pWin6I3qqcgVYjrh8pUtkDIJF6","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","255039456","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"675","BS110_Spring2009_TML_Midterm_Q9_256168766.cxl","1cgANLMkiepXAHAf1ZQ4DkZNXyS_QVtOU","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","256168766","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"676","BS110_Spring2009_TML_Midterm_Q9_256623920.cxl","1L4fvKtGvzwAOg12s1C6yAhKEWOxlfFop","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","256623920","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"677","BS110_Spring2009_TML_Midterm_Q9_257010453.cxl","1VC43XQ45ZBO5-QOai6J5oNUHwCZlQbSe","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","257010453","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"678","BS110_Spring2009_TML_Midterm_Q9_257725713.cxl","1CAmHu948fJgxKBfv82uRYH6zoJ5yoqBm","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","257725713","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"679","BS110_Spring2009_TML_Midterm_Q9_257774839.cxl","1uqGTu70NBaHdYt0gP5tbV_HGAtBSw0BJ","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","257774839","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"680","BS110_Spring2009_TML_Midterm_Q9_258356308.cxl","1ZHyBrXKb2mkNRmobaGhmSxyvA_-ZuXhF","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","258356308","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"681","BS110_Spring2009_TML_Midterm_Q9_258784337.cxl","1XTM51dbBTwsARh_iCiQmB4rD9rmJfuof","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","258784337","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"682","BS110_Spring2009_TML_Midterm_Q9_259040033.cxl","1yNPfTu2LKUEENepp-zUfWdyp3usWrbpz","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","259040033","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"683","BS110_Spring2009_TML_Midterm_Q9_259110495.cxl","1vjqH9IBZKwHf-Ty_PLxEFqHZDJUPIUaj","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","259110495","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"684","BS110_Spring2009_TML_Midterm_Q9_260538670.cxl","11V8dPyADirF7eiNwOBATDrDAEJ6yXiz9","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","260538670","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"685","BS110_Spring2009_TML_Midterm_Q9_262386901.cxl","1bM0VPRTNUGIqR9RmRzVh2L5_2y7OCtio","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","262386901","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"686","BS110_Spring2009_TML_Midterm_Q9_261921093.cxl","18kvM3cfexUtcMIiX8ZQeOuTP4Fr-FQIO","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","261921093","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"687","BS110_Spring2009_TML_Midterm_Q9_262477684.cxl","1G8WjJuceacFJvkqCQGOCHophvi0DM4DA","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","262477684","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"688","BS110_Spring2009_TML_Midterm_Q9_262720108.cxl","1l0pWJQbyR14sSQ9dZHe4zLBXfp_3RtOQ","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","262720108","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"689","BS110_Spring2009_TML_Midterm_Q9_262881899.cxl","1NVS_4XkdXyzA5WeI2T2QTmGgiFd6NdKp","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","262881899","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"690","BS110_Spring2009_TML_Midterm_Q9_263246032.cxl","1JE9B84XELyGo3Nx13Q1SUsmsC073frTG","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","263246032","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"691","BS110_Spring2009_TML_Midterm_Q9_263253991.cxl","14yiorj_e-6LLmj5epmS1rKNhANSMDyCy","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","263253991","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"692","BS110_Spring2009_TML_Midterm_Q9_263341435.cxl","1QXY8kubDpsVIQofk9X3ybBcweFsN5fGB","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","263341435","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"693","BS110_Spring2009_TML_Midterm_Q9_263790674.cxl","1hLdKWasa2MKit2QlzkQac8pX0UnfJf5i","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","263790674","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"694","BS110_Spring2009_TML_Midterm_Q9_263869074.cxl","1U9B4Z1RU3jkLlX21aSHQeajcZM6gGT8J","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","263869074","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"695","BS110_Spring2009_TML_Midterm_Q9_264150110.cxl","1x1YTiADFLUDlNy1VnbAZkYD7QTZHNEBR","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","264150110","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"696","BS110_Spring2009_TML_Midterm_Q9_266304017.cxl","1Q3nxraPvVVGqJmtKLvbjmHDKcpvW-LrN","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","266304017","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"697","BS110_Spring2009_TML_Midterm_Q9_267120140.cxl","1fZCRaqqb1QVmWGcbd_mXqffoU6GZcSQz","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","267120140","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"698","BS110_Spring2009_TML_Midterm_Q9_270038755.cxl","1zOOS349lNOaq08WJjIfYjoHuYw6IEqeB","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","270038755","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
"699","BS110_Spring2009_TML_Midterm_Q9_271349295.cxl","1KYoGmLdGZiceS_mFLIelD-pa8dc61mn4","1cooU59yYQDYgt4Nrdj9j58vJ2usD2uhI","BS110_2009Spring_TML_Q9_Midterm_CXL","2009","Midterm","BS110","TML","Q9","Spring","271349295","Gene to Phenotype","DDT Resistance","Spring 2009","Gene to Phenotype/DDT Resistance"
